Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/APAC_Universities/PPC_PAGES/UNSW_University/PPC_Master of Cyber Security (Online),Chrome 128.0.0.0,,,30-08-2024 12:47:26,30-08-2024 12:47:59,32.552s,PASSED
"openBrowser(""https://key:path@dev-unsw-opm.pantheonsite.io/ppc/master-cyber-security-online-1"")",Chrome 128.0.0.0,,,30-08-2024 12:47:26,30-08-2024 12:47:33,6.492s,PASSED
maximizeWindow(),Chrome 128.0.0.0,,,30-08-2024 12:47:33,30-08-2024 12:47:33,0.367s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/PPC_PAGES/UNSW_University/Resuable_Testcases/Lead_Form""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 12:47:33,30-08-2024 12:47:59,25.675s,PASSED
,,,,,,,
Test Cases/APAC_Universities/PPC_PAGES/UNSW_University/PPC_Master of Human Resource Management (Online),Chrome 128.0.0.0,,,30-08-2024 12:47:59,30-08-2024 12:48:28,29.202s,PASSED
"openBrowser(""https://key:path@dev-unsw-opm.pantheonsite.io/ppc/master-human-resource-management"")",Chrome 128.0.0.0,,,30-08-2024 12:47:59,30-08-2024 12:48:05,6.067s,PASSED
maximizeWindow(),Chrome 128.0.0.0,,,30-08-2024 12:48:05,30-08-2024 12:48:05,0.366s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/PPC_PAGES/UNSW_University/Resuable_Testcases/Lead_Form""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 12:48:05,30-08-2024 12:48:28,22.753s,PASSED
,,,,,,,
Test Cases/APAC_Universities/PPC_PAGES/ECU_University/PPC_ PPC_Graduate Certificate of Environmental Social and Governance Leadership,Chrome 128.0.0.0,,,30-08-2024 12:48:28,30-08-2024 12:48:49,20.359s,PASSED
"openBrowser(""https://key:path@dev-ecu-opm.pantheonsite.io/ppc/graduate-certificate-esg-leadership"")",Chrome 128.0.0.0,,,30-08-2024 12:48:28,30-08-2024 12:48:32,3.577s,PASSED
maximizeWindow(),Chrome 128.0.0.0,,,30-08-2024 12:48:32,30-08-2024 12:48:32,0.369s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/PPC_PAGES/ECU_University/Reusable_Testcases/Lead_Form""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 12:48:32,30-08-2024 12:48:49,16.396s,PASSED
,,,,,,,
Test Cases/APAC_Universities/PPC_PAGES/ECU_University/PPC_Graduate Diploma of Psychology(Advanced),Chrome 128.0.0.0,,,30-08-2024 12:48:49,30-08-2024 12:49:09,20.305s,PASSED
"openBrowser(""https://key:path@dev-ecu-opm.pantheonsite.io/ppc/graduate-diploma-psychology-advanced"")",Chrome 128.0.0.0,,,30-08-2024 12:48:49,30-08-2024 12:48:52,3.286s,PASSED
maximizeWindow(),Chrome 128.0.0.0,,,30-08-2024 12:48:52,30-08-2024 12:48:52,0.363s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/PPC_PAGES/ECU_University/Reusable_Testcases/Lead_Form""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 12:48:52,30-08-2024 12:49:09,16.636s,PASSED
,,,,,,,
Test Cases/APAC_Universities/PPC_PAGES/ECU_University/PPC_Master of Business Administration,Chrome 128.0.0.0,,,30-08-2024 12:49:09,30-08-2024 12:49:28,19.463s,PASSED
"openBrowser(""https://key:path@dev-ecu-opm.pantheonsite.io/ppc/master-business-administration"")",Chrome 128.0.0.0,,,30-08-2024 12:49:09,30-08-2024 12:49:12,3.533s,PASSED
maximizeWindow(),Chrome 128.0.0.0,,,30-08-2024 12:49:12,30-08-2024 12:49:13,0.360s,PASSED
"callTestCase(findTestCase(""Test Cases/APAC_Universities/PPC_PAGES/ECU_University/Reusable_Testcases/Lead_Form""), [:], STOP_ON_FAILURE)",Chrome 128.0.0.0,,,30-08-2024 12:49:13,30-08-2024 12:49:28,15.553s,PASSED
